,SFDR1T   Curncy,SF0001W  Index,SF0001M  Index,SF0002M  Index,SF0003M  Index,SF0006M  Index,SF0012M  Index,SFSW2    Curncy,SFSW3    Curncy,SFSW4    Curncy,SFSW5    Curncy,SFSW6    Curncy,SFSW7    Curncy,SFSW8    Curncy,SFSW9    Curncy,SFSW10   Curncy,SFSW12   Curncy,SFSW15   Curncy,SFSW20   Curncy,SFSW25   Curncy,SFSW30   Curncy
6/17/1998,,1.86719,1.87891,1.89453,1.90625,1.91406,2.04297,2.31,2.54,2.77,2.98,3.17,3.34,3.47,3.59,3.69,3.87,4.08,4.33,,
6/18/1998,,1.875,1.91016,1.9375,1.9375,1.97656,2.07422,2.31,2.54,2.76,2.96,3.14,3.3,3.45,3.57,3.67,3.85,4.06,4.3,,
6/19/1998,,1.83984,1.90625,1.9375,1.9375,1.96094,2.06641,2.35,2.59,2.81,3.01,3.19,3.35,3.49,3.62,3.73,3.91,4.12,4.36,,
6/22/1998,,2,1.9375,1.9375,1.9375,1.98047,2.08594,2.32,2.56,2.78,2.98,3.16,3.32,3.46,3.59,3.7,3.88,4.09,4.33,,
6/23/1998,,2.08984,1.96875,1.96875,1.96875,2,2.125,2.32,2.56,2.79,2.99,3.17,3.33,3.47,3.6,3.7,3.88,4.09,4.33,,
6/24/1998,,2.125,2,2,2,2.02734,2.125,2.33,2.56,2.77,2.95,3.12,3.285,3.42,3.55,3.66,3.83,4.04,4.28,,
6/25/1998,,2.25,2.125,2.10938,2.10938,2.12891,2.25391,2.47,2.68,2.88,3.06,3.23,3.38,3.51,3.62,3.72,3.89,4.11,4.35,,
6/26/1998,,2.38281,2.1875,2.16797,2.16797,2.18359,2.23828,2.42,2.63,2.84,3.03,3.21,3.36,3.49,3.61,3.71,3.88,4.09,4.33,,
6/29/1998,,2.32031,2.25,2.1875,2.1875,2.21484,2.25781,2.41,2.61,2.81,3.01,3.18,3.33,3.47,3.59,3.69,3.87,4.07,4.31,,
6/30/1998,,2.24219,2.16406,2.15234,2.15625,2.1875,2.24609,2.38,2.59,2.8,3,3.18,3.35,3.48,3.6,3.71,3.89,4.09,4.33,,
7/1/1998,,2.14844,2.09375,2.09375,2.09766,2.125,2.19922,2.39,2.61,2.8,3.01,3.19,3.36,3.5,3.62,3.73,3.91,4.11,4.35,,
7/2/1998,,2,2.02734,2.05078,2.05859,2.09375,2.1875,2.38,2.59,2.8,2.99,3.17,3.34,3.48,3.6,3.7,3.88,4.08,4.32,,
7/3/1998,,2.0625,2.08594,2.08984,2.09375,2.12891,2.21484,2.45,2.66,2.85,3.03,3.2,3.35,3.48,3.6,3.7,3.88,4.08,4.32,,
7/6/1998,,2.11328,2.10938,2.11328,2.125,2.16797,2.25,2.48,2.68,2.88,3.06,3.22,3.36,3.49,3.6,3.7,3.87,4.08,4.3,,
7/7/1998,,2.02344,2.05469,2.05469,2.0625,2.10547,2.21875,2.47,2.68,2.88,3.06,3.22,3.37,3.51,3.63,3.73,3.9,4.1,4.34,,
7/8/1998,,2.0625,2.08203,2.11719,2.125,2.15625,2.26953,2.45,2.66,2.85,3.03,3.2,3.35,3.48,3.6,3.7,3.88,4.08,4.32,,
7/9/1998,,2.03906,2.09375,2.125,2.125,2.17578,2.28125,2.51,2.71,2.92,3.11,3.28,3.43,3.57,3.69,3.79,3.96,4.17,4.405,,
7/10/1998,,2.125,2.17578,2.17969,2.1875,2.21875,2.33203,2.57,2.77,2.96,3.14,3.3,3.46,3.6,3.72,3.82,4,4.2,4.44,,
7/13/1998,,2.17969,2.20313,2.21875,2.22266,2.25391,2.375,2.61,2.82,3.02,3.21,3.37,3.53,3.66,3.78,3.88,4.06,4.26,4.5,,
7/14/1998,,2.11328,2.17188,2.1875,2.21484,2.25,2.375,2.62,2.83,3.03,3.21,3.37,3.52,3.66,3.78,3.88,4.06,4.27,4.51,,
7/15/1998,,2.0625,2.13281,2.16016,2.1875,2.23828,2.36328,2.6,2.81,3.01,3.19,3.35,3.5,3.64,3.76,3.86,4.04,4.25,4.49,,
7/16/1998,,2,2.07031,2.10547,2.125,2.21875,2.33594,2.59,2.8,3,3.18,3.34,3.49,3.63,3.75,3.85,4.03,4.24,4.48,,
7/17/1998,,2.01172,2.07031,2.10156,2.12891,2.22656,2.34766,2.6,2.8,2.99,3.17,3.32,3.46,3.59,3.71,3.81,3.99,4.2,4.44,,
7/20/1998,1.5783,2.00391,2.08984,2.125,2.12891,2.22266,2.36328,2.59,2.79,2.97,3.14,3.295,3.43,3.55,3.66,3.76,3.94,4.15,4.39,,
7/21/1998,1.6495,2.01172,2.08984,2.125,2.15625,2.24609,2.375,2.59,2.78,2.96,3.13,3.28,3.41,3.53,3.63,3.73,3.91,4.11,4.34,,
7/22/1998,1.6495,2,2.0625,2.09375,2.125,2.22266,2.34375,2.57,2.77,2.96,3.14,3.29,3.43,3.55,3.66,3.76,3.94,4.14,4.37,,
7/23/1998,1.6745,2.125,2.0625,2.09766,2.125,2.22656,2.35547,2.51,2.71,2.91,3.1,3.27,3.41,3.53,3.64,3.74,3.92,4.12,4.35,,
7/24/1998,1.6245,2.06641,2.01563,2.04297,2.07031,2.16406,2.28516,2.47,2.67,2.88,3.07,3.24,3.39,3.52,3.63,3.73,3.91,4.11,4.34,,
7/27/1998,,2.02344,2,2.03125,2.0625,2.125,2.25,2.46,2.66,2.87,3.06,3.23,3.38,3.51,3.62,3.72,3.89,4.1,4.33,,
7/28/1998,1.437,2,1.98828,2.01563,2.04688,2.125,2.23438,2.43,2.64,2.85,3.05,3.22,3.34,3.47,3.61,3.71,3.89,4.09,4.32,,
7/29/1998,1.3745,1.9375,1.87891,1.92969,1.94141,2.03516,2.16016,2.38,2.59,2.79,3,3.17,3.3,3.45,3.56,3.66,3.84,4.04,4.27,,
7/30/1998,1.312,1.74219,1.8125,1.85938,1.89453,2.01172,2.125,2.38,2.59,2.8,3,3.17,3.32,3.45,3.56,3.66,3.83,4.04,4.27,,
7/31/1998,1.4745,1.70313,1.84375,1.875,1.94141,2.03125,2.15625,2.43,2.65,2.85,3.04,3.21,3.36,3.49,3.6,3.7,3.87,4.08,4.31,,
8/3/1998,1.587,1.71094,1.875,1.9375,1.96875,2.0625,2.20313,2.48,2.7,2.9,3.08,3.25,3.39,3.55,3.62,3.72,3.89,4.1,4.33,,
8/4/1998,1.3745,1.69922,1.875,1.9375,1.99219,2.09375,2.22656,2.5,2.72,2.92,3.09,3.23,3.37,3.49,3.6,3.7,3.87,4.08,4.31,,
8/5/1998,1.312,1.62109,1.80859,1.875,1.9375,2.05078,2.1875,2.44,2.66,2.86,3.03,3.18,3.32,3.44,3.55,3.65,3.82,4.02,4.25,,
8/6/1998,1.187,1.57031,1.78906,1.85156,1.91406,2.03906,2.17969,2.45,2.67,2.87,3.05,3.2,3.34,3.46,3.57,3.67,3.82,4.03,4.26,,
8/7/1998,,1.51563,1.70703,1.80859,1.85547,2.00391,2.14453,2.38,2.61,2.81,2.99,3.14,3.28,3.41,3.52,3.62,3.78,3.98,4.21,,
8/10/1998,,1.49609,1.66406,1.75,1.8125,1.95703,2.06641,2.36,2.59,2.79,2.97,3.12,3.26,3.38,3.49,3.59,3.76,3.96,4.19,,
8/11/1998,1.3745,1.625,1.71094,1.77734,1.83594,1.97266,2.10156,2.3,2.53,2.73,2.91,3.08,3.22,3.34,3.45,3.55,3.73,3.92,4.14,,
8/12/1998,1.3745,1.57813,1.71875,1.76953,1.82031,1.9375,2.08203,2.3,2.53,2.75,2.94,3.08,3.23,3.36,3.48,3.58,3.76,3.95,4.17,,
8/13/1998,,1.625,1.6875,1.71875,1.75,1.89063,2,2.27,2.5,2.71,2.9,3.08,3.23,3.36,3.48,3.58,3.76,3.95,4.17,,
8/14/1998,1.5595,1.68359,1.71875,1.75,1.79688,1.92969,2.03125,2.31,2.54,2.75,2.94,3.11,3.27,3.39,3.51,3.62,3.79,3.98,4.2,,
8/17/1998,1.5095,1.69141,1.73828,1.78125,1.8125,1.91016,2.03516,2.32,2.53,2.725,2.93,3.09,3.24,3.37,3.48,3.58,3.76,3.95,4.17,,
8/18/1998,1.287,1.77734,1.8125,1.84375,1.875,2,2.10938,2.31,2.53,2.74,2.93,3.1,3.25,3.38,3.49,3.59,3.77,3.96,4.18,,
8/19/1998,1.287,1.75,1.75781,1.80469,1.83594,1.9375,2.04688,2.31,2.54,2.74,2.93,3.1,3.25,3.38,3.49,3.59,3.76,3.95,4.17,,
8/20/1998,,1.76172,1.75,1.79297,1.82422,1.94141,2.05078,2.28,2.49,2.68,2.86,3.02,3.17,3.3,3.42,3.52,3.73,3.92,4.14,,
8/21/1998,,1.76953,1.71875,1.75,1.78125,1.91016,2.02344,2.23,2.45,2.66,2.84,3.01,3.15,3.28,3.4,3.5,3.68,3.87,4.09,,
8/24/1998,,1.76172,1.71875,1.75,1.76953,1.87891,2,2.21,2.44,2.66,2.86,3.04,3.2,3.34,3.46,3.56,3.75,3.95,4.18,,
8/25/1998,,1.80078,1.74219,1.76563,1.79297,1.875,2,2.19,2.43,2.65,2.86,3.05,3.22,3.36,3.49,3.59,3.78,3.98,4.21,,
8/26/1998,,1.85547,1.75,1.76172,1.79297,1.875,2,2.2,2.43,2.64,2.86,3.06,3.24,3.38,3.5,3.6,3.78,3.98,4.21,,
8/27/1998,,1.84375,1.74609,1.74219,1.75,1.83984,1.95313,2.14,2.38,2.6,2.82,3.02,3.2,3.36,3.48,3.56,3.74,3.94,4.17,,
8/28/1998,,1.56641,1.57031,1.59375,1.61328,1.69531,1.81641,2.03,2.28,2.52,2.73,2.93,3.11,3.26,3.38,3.49,3.67,3.87,4.1,,
8/31/1998,,,,,,,,2,2.26,2.5,2.72,2.92,3.09,3.24,3.37,3.48,3.66,3.86,4.09,,
9/1/1998,,1.55469,1.53516,1.55078,1.57031,1.65625,1.75,2.03,2.3,2.54,2.76,2.96,3.13,3.28,3.41,3.52,3.7,3.9,4.13,,
9/2/1998,,1.58594,1.61328,1.66016,1.6875,1.76172,1.83594,2.07,2.33,2.57,2.79,3,3.17,3.32,3.44,3.55,3.73,3.93,4.16,,
9/3/1998,,1.57031,1.59375,1.625,1.65625,1.74609,1.80078,2.03,2.29,2.53,2.76,2.96,3.13,3.28,3.4,3.51,3.69,3.89,4.12,,
9/4/1998,,1.62109,1.59375,1.625,1.65625,1.73438,1.79297,2.07,2.33,2.57,2.79,2.99,3.16,3.31,3.43,3.54,3.72,3.92,4.15,,
9/7/1998,,1.63672,1.61328,1.62891,1.66406,1.72656,1.79688,2.02,2.28,2.53,2.75,2.95,3.12,3.27,3.4,3.51,3.69,3.89,4.12,,
9/8/1998,,1.60938,1.60938,1.63281,1.64844,1.70313,1.78125,2.03,2.29,2.54,2.76,2.97,3.13,3.276,3.41,3.52,3.7,3.9,4.13,,
9/9/1998,,1.60156,1.59375,1.625,1.63281,1.70313,1.78125,2.01,2.27,2.52,2.74,2.94,3.11,3.26,3.39,3.505,3.68,3.88,4.11,,
9/10/1998,,1.55078,1.55859,1.57813,1.60156,1.6875,1.75,1.93,2.19,2.44,2.66,2.86,3.06,3.22,3.35,3.46,3.64,3.84,4.07,,
9/11/1998,,1.5,1.5,1.52344,1.53125,1.625,1.6875,1.91,2.17,2.41,2.63,2.84,3.04,3.21,3.36,3.48,3.69,3.89,4.12,,
9/14/1998,,1.4375,1.5,1.51563,1.55078,1.66016,1.73047,2,2.25,2.49,2.7,2.91,3.12,3.29,3.44,3.57,3.78,3.98,4.21,,
9/15/1998,,1.375,1.51172,1.54297,1.56641,1.6875,1.78516,1.95,2.2,2.44,2.65,2.86,3.07,3.24,3.39,3.52,3.71,3.92,4.15,,
9/16/1998,,1.375,1.5,1.53516,1.58984,1.71484,1.79297,1.99,2.24,2.46,2.67,2.88,3.09,3.26,3.42,3.54,3.73,3.94,4.17,,
9/17/1998,,1.25,1.44141,1.5,1.53516,1.67578,1.75,1.92,2.16,2.41,2.63,2.84,3.04,3.21,3.37,3.5,3.69,3.9,4.14,,
9/18/1998,,1.22656,1.40625,1.4375,1.5,1.63281,1.71875,1.93,2.17,2.41,2.63,2.84,3.04,3.22,3.38,3.51,3.71,3.92,4.16,,
9/21/1998,,1.24609,1.37891,1.43359,1.46875,1.61719,1.71094,1.89,2.13,2.37,2.59,2.8,3,3.18,3.34,3.47,3.67,3.88,4.12,,
9/22/1998,,1.5,1.40625,1.45313,1.48828,1.62109,1.69531,1.95,2.2,2.44,2.66,2.88,3.09,3.28,3.43,3.56,3.76,3.97,4.21,,
9/23/1998,,1.55859,1.46094,1.5,1.53125,1.6875,1.76563,1.99,2.23,2.47,2.69,2.9,3.1,3.29,3.44,3.57,3.77,3.98,4.22,,
9/24/1998,,1.57813,1.4375,1.47656,1.51953,1.6875,1.75391,2.01,2.25,2.48,2.71,2.92,3.11,3.29,3.45,3.58,3.78,4,4.23,,
9/25/1998,,1.40625,1.375,1.42969,1.46484,1.625,1.6875,1.88,2.14,2.38,2.61,2.83,3.03,3.21,3.37,3.49,3.69,3.9,4.14,,
9/28/1998,,1.48828,1.41406,1.44531,1.48438,1.625,1.69141,1.88,2.14,2.38,2.61,2.83,3.03,3.21,3.37,3.49,3.7,3.92,4.16,,
9/29/1998,,1.3125,1.4375,1.46875,1.61328,1.65625,1.71875,1.9,2.14,2.38,2.61,2.82,3.01,3.18,3.33,3.47,3.68,3.91,4.15,,
9/30/1998,,1.28125,1.375,1.4375,1.57422,1.625,1.6875,1.81,2.06,2.3,2.51,2.72,2.91,3.1,3.24,3.39,3.61,3.83,4.08,,
10/1/1998,,1.10156,1.25391,1.3125,1.44531,1.50781,1.56641,1.73,1.98,2.22,2.44,2.65,2.84,3.02,3.17,3.31,3.54,3.76,4.01,,
10/2/1998,,1.10938,1.24609,1.29688,1.42578,1.46094,1.53125,1.67,1.93,2.19,2.43,2.64,2.85,3.04,3.2,3.34,3.57,3.8,4.05,,
10/5/1998,,1.14844,1.25,1.29688,1.44531,1.48438,1.53125,1.65,1.91,2.16,2.41,2.64,2.86,3.04,3.21,3.35,3.59,3.82,4.08,,
10/6/1998,,1.16406,1.25,1.30469,1.45313,1.48828,1.53125,1.72,1.97,2.21,2.45,2.67,2.88,3.07,3.23,3.37,3.61,3.84,4.1,,
10/7/1998,,1.32031,1.32813,1.37891,1.5,1.55078,1.59375,1.7,1.94,2.2,2.44,2.67,2.88,3.07,3.24,3.37,3.61,3.84,4.1,,
10/8/1998,,1.17969,1.19531,1.23047,1.35156,1.40234,1.45703,1.6,1.87,2.14,2.39,2.65,2.87,3.08,3.26,3.41,3.65,3.89,4.14,,
10/9/1998,,1.07031,1.125,1.16797,1.25,1.32813,1.39844,1.63,1.91,2.2,2.47,2.74,2.97,3.18,3.38,3.55,3.79,4.03,4.28,,
10/12/1998,,1.06641,1.12891,1.16703,1.25,1.32813,1.4375,1.71,1.99,2.26,2.52,2.76,2.99,3.21,3.4,3.57,3.84,4.07,4.32,,
10/13/1998,,1.13719,1.1875,1.21641,1.29141,1.37563,1.46891,1.72,1.99,2.25,2.5,2.74,2.97,3.18,3.36,3.53,3.79,4.03,4.28,,
10/14/1998,,1.16531,1.18906,1.22328,1.30359,1.38438,1.49235,1.72,1.99,2.24,2.49,2.73,2.95,3.16,3.34,3.51,3.76,4.01,4.27,,
10/15/1998,,1.17703,1.20016,1.25,1.32578,1.40391,1.5,1.71,1.98,2.24,2.48,2.71,2.93,3.12,3.3,3.46,3.7,3.94,4.2,,
10/16/1998,,1.12688,1.14266,1.17344,1.28048,1.34016,1.43375,1.62,1.9,2.17,2.43,2.67,2.89,3.09,3.28,3.44,3.69,3.93,4.19,,
10/19/1998,,1.12625,1.15563,1.18969,1.28438,1.3475,1.43625,1.62,1.9,2.17,2.43,2.67,2.89,3.09,3.28,3.44,3.69,3.93,4.19,,
10/20/1998,,1.17328,1.18375,1.21938,1.33375,1.37313,1.45422,1.7,1.97,2.24,2.49,2.72,2.94,3.14,3.32,3.49,3.75,4,4.27,,
10/21/1998,,1.18281,1.25,1.29548,1.41236,1.45125,1.56063,1.74,2,2.26,2.5,2.73,2.95,3.15,3.32,3.48,3.74,3.99,4.26,,
10/22/1998,,1.25391,1.22969,1.26781,1.4036,1.43875,1.53032,1.72,1.99,2.25,2.48,2.71,2.92,3.12,3.3,3.46,3.71,3.95,4.21,,
10/23/1998,,1.19969,1.17469,1.19953,1.34969,1.39938,1.48125,1.68,1.95,2.22,2.46,2.69,2.9,3.1,3.28,3.43,3.67,3.92,4.17,,
10/26/1998,,1.1225,1.1225,1.15438,1.31156,1.35454,1.44406,1.67,1.95,2.21,2.46,2.69,2.9,3.1,3.28,3.44,3.69,3.94,4.19,,
10/27/1998,,0.94563,1.03438,1.09313,1.29188,1.33563,1.43719,1.67,1.94,2.2,2.44,2.66,2.87,3.06,3.23,3.39,3.64,3.87,4.12,,
10/28/1998,,0.98625,1.0025,1.04469,1.25125,1.29188,1.40688,1.63,1.91,2.18,2.42,2.64,2.85,3.04,3.21,3.37,3.62,3.87,4.12,,
10/29/1998,,0.89391,0.995,1.23625,1.23875,1.27016,1.4061,1.61,1.88,2.15,2.39,2.63,2.83,3.02,3.2,3.35,3.6,3.85,4.1,,
10/30/1998,,0.94344,1,1.25,1.25625,1.30844,1.41656,1.67,1.95,2.2,2.44,2.66,2.86,3.05,3.22,3.38,3.62,3.87,4.12,,
11/2/1998,,1.04938,1.07859,1.30516,1.31781,1.34391,1.46969,1.74,2.01,2.27,2.5,2.72,2.93,3.12,3.29,3.445,3.69,3.94,4.19,,
11/3/1998,,1.17344,1.16125,1.36313,1.37875,1.40204,1.5075,1.73,1.99,2.25,2.48,2.69,2.9,3.09,3.27,3.42,3.66,3.91,4.16,,
11/4/1998,,1.2475,1.24125,1.46594,1.4725,1.50125,1.58625,1.82,2.07,2.3,2.52,2.72,2.92,3.11,3.29,3.44,3.68,3.93,4.18,,
11/5/1998,,1.29016,1.31281,1.4975,1.5025,1.5525,1.62625,1.8,2.05,2.28,2.49,2.7,2.89,3.07,3.24,3.4,3.65,3.9,4.15,,
11/6/1998,,1.35719,1.33329,1.51875,1.52657,1.56688,1.63828,1.86,2.1,2.32,2.53,2.72,2.92,3.1,3.27,3.43,3.68,3.93,4.18,,
11/9/1998,,1.44281,1.45,1.60875,1.62625,1.65375,1.7286,1.91,2.12,2.33,2.52,2.71,2.89,3.06,3.23,3.37,3.66,3.91,4.16,,
11/10/1998,,1.43063,1.43969,1.6275,1.63891,1.67219,1.7375,1.89,2.1,2.3,2.49,2.67,2.84,3.01,3.17,3.32,3.55,3.8,4.05,,
11/11/1998,,1.35985,1.3825,1.59297,1.61188,1.62375,1.67875,1.9,2.11,2.31,2.5,2.68,2.86,3.03,3.19,3.34,3.57,3.82,4.07,,
11/12/1998,,1.30906,1.35813,1.59094,1.59969,1.62625,1.6725,1.89,2.1,2.29,2.48,2.66,2.83,3,3.17,3.32,3.55,3.79,4.04,,
11/13/1998,,1.29391,1.305,1.56531,1.56531,1.59672,1.6575,1.88,2.1,2.3,2.48,2.66,2.84,3.01,3.17,3.33,3.56,3.8,4.05,,
11/16/1998,,1.25,1.28016,1.53016,1.53516,1.56531,1.63125,1.87,2.08,2.27,2.45,2.63,2.8,2.97,3.14,3.3,3.53,3.78,4.03,,
11/17/1998,,1.18625,1.23375,1.51,1.5175,1.5475,1.62313,1.85,2.07,2.25,2.43,2.61,2.78,2.95,3.12,3.27,3.5,3.75,4,,
11/18/1998,,1.0725,1.17094,1.47359,1.47734,1.5,1.56031,1.82,2.04,2.24,2.42,2.6,2.77,2.94,3.1,3.26,3.49,3.75,4,,
11/19/1998,,1,1.14875,1.45125,1.46109,1.4875,1.53766,1.82,2.04,2.24,2.42,2.59,2.76,2.92,3.09,3.24,3.47,3.72,3.97,,
11/20/1998,,1.19938,1.20469,1.50375,1.5025,1.53625,1.60063,1.93,2.14,2.31,2.48,2.64,2.81,2.96,3.12,3.27,3.5,3.74,3.99,,
11/23/1998,,1.2825,1.31906,1.59922,1.59672,1.62063,1.68469,1.97,2.17,2.35,2.51,2.67,2.83,2.98,3.14,3.29,3.52,3.76,4.01,,
11/24/1998,,1.3775,1.37563,1.66203,1.6725,1.68594,1.77125,1.95,2.15,2.32,2.49,2.65,2.81,2.96,3.12,3.27,3.5,3.75,4,,
11/25/1998,,1.39875,1.36938,1.66078,1.66453,1.6775,1.76125,1.94,2.14,2.31,2.48,2.64,2.8,2.96,3.12,3.27,3.5,3.75,4.01,,
11/26/1998,,1.63828,1.45984,1.715,1.715,1.7275,1.78141,1.96,2.16,2.33,2.49,2.65,2.81,2.97,3.12,3.27,3.51,3.76,4.02,,
11/27/1998,,1.5,1.83672,1.75,1.74,1.7425,1.78641,1.93,2.12,2.305,2.47,2.64,2.8,2.95,3.11,3.26,3.49,3.73,3.99,,
11/30/1998,,1.55875,1.81281,1.75,1.75,1.75,1.79875,1.91,2.1,2.28,2.46,2.62,2.79,2.95,3.1,3.25,3.48,3.72,3.98,,
12/1/1998,,1.49,1.78531,1.71984,1.71125,1.71,1.7475,1.88,2.07,2.26,2.43,2.6,2.76,2.92,3.07,3.22,3.46,3.7,3.96,,
12/2/1998,,1.30625,1.75,1.68469,1.68469,1.68719,1.75,1.88,2.06,2.24,2.42,2.59,2.75,2.92,3.07,3.22,3.45,3.69,3.95,,
12/3/1998,,1.23,1.71609,1.6575,1.65375,1.65625,1.70609,1.8,1.99,2.18,2.37,2.54,2.71,2.87,3.03,3.18,3.41,3.65,3.91,,
12/4/1998,,1.05,1.595,1.53266,1.52766,1.515,1.57406,1.76,1.95,2.15,2.34,2.53,2.7,2.86,3.02,3.17,3.41,3.65,3.91,,
12/7/1998,,1.04266,1.58625,1.54516,1.525,1.5275,1.56,1.8,1.99,2.18,2.37,2.55,2.72,2.88,3.03,3.18,3.42,3.66,3.92,,
12/8/1998,,1.0525,1.57875,1.53625,1.52875,1.52891,1.57781,1.76,1.96,2.16,2.34,2.53,2.7,2.86,3.02,3.17,3.4,3.65,3.92,,
12/9/1998,,0.9125,1.53516,1.50125,1.50125,1.50125,1.56,1.71,1.91,2.1,2.28,2.46,2.63,2.8,2.96,3.11,3.35,3.59,3.86,,
12/10/1998,,0.69688,1.47359,1.43969,1.44219,1.44609,1.50875,1.7,1.9,2.1,2.29,2.47,2.65,2.82,2.98,3.14,3.37,3.62,3.89,,
12/11/1998,,0.53688,1.38813,1.37813,1.37938,1.3925,1.46484,1.68,1.88,2.08,2.28,2.48,2.66,2.83,3,3.15,3.38,3.63,3.9,,
12/14/1998,,0.51625,1.43375,1.41125,1.4125,1.4175,1.48625,1.76,1.98,2.18,2.37,2.55,2.73,2.91,3.07,3.23,3.47,3.7,3.96,,
12/15/1998,,0.62375,1.52,1.4925,1.48969,1.4925,1.53766,1.82,2.02,2.22,2.41,2.59,2.77,2.95,3.12,3.28,3.52,3.76,4.03,,
12/16/1998,,0.635,1.5025,1.48375,1.4825,1.4825,1.535,1.8,2,2.2,2.39,2.58,2.76,2.98,3.1,3.26,3.51,3.75,4,,
12/17/1998,,0.69688,1.53391,1.4975,1.49875,1.5,1.54266,1.82,2.01,2.2,2.38,2.56,2.73,2.9,3.07,3.22,3.47,3.72,3.97,,
12/18/1998,,0.7425,1.5575,1.52375,1.5175,1.525,1.56,1.85,2.04,2.22,2.4,2.58,2.75,2.92,3.09,3.25,3.5,3.75,4,,
12/21/1998,,0.91703,1.5925,1.55125,1.54875,1.555,1.61813,1.93,2.12,2.31,2.49,2.66,2.84,3.01,3.17,3.33,3.58,3.83,4.08,,
12/22/1998,,1.11563,1.63313,1.59797,1.59797,1.60547,1.66453,1.97,2.17,2.37,2.56,2.73,2.91,3.08,3.25,3.41,3.66,3.9,4.16,,
12/23/1998,,3.30938,1.65078,1.6175,1.61625,1.62063,1.68,1.94,2.14,2.33,2.52,2.7,2.88,3.05,3.21,3.37,3.61,3.85,4.11,,
12/24/1998,,3.19844,1.66094,1.62313,1.6225,1.62625,1.69688,1.97,2.16,2.35,2.54,2.72,2.89,3.06,3.23,3.38,3.63,3.87,4.13,,
12/25/1998,,,,,,,,,,,,,,,,,,,,,
12/28/1998,,,,,,,,1.95,2.15,2.34,2.52,2.7,2.88,3.05,3.22,3.37,3.62,3.86,4.12,,
12/29/1998,,3.15344,1.67359,1.64281,1.64094,1.65344,1.70609,1.98,2.17,2.36,2.55,2.73,2.9,3.07,3.24,3.39,3.64,3.88,4.14,,
12/30/1998,,0.9725,1.24875,1.31688,1.40594,1.54641,1.69703,1.96,2.16,2.35,2.54,2.72,2.89,3.06,3.22,3.38,3.63,3.82,4.13,,
12/31/1998,,1.08875,1.25,1.31938,1.40828,1.56781,1.70719,1.96,2.16,2.35,2.54,2.72,2.89,3.06,3.22,3.37,3.62,3.86,4.13,,
1/1/1999,,,,,,,,,,,,,,,,,,,,,
1/4/1999,,1.14063,1.2475,1.33531,1.43125,1.61313,1.7425,1.94,2.15,2.32,2.49,2.66,2.81,2.98,3.13,3.29,3.52,3.75,4.06,,
1/5/1999,,1.10188,1.21,1.31406,1.39328,1.55781,1.68469,1.93,2.12,2.28,2.43,2.63,2.78,2.95,3.1,3.25,3.48,3.71,4,,
1/6/1999,,0.94578,1.14375,1.2475,1.33547,1.495,1.64578,1.91,2.1,2.27,2.43,2.62,2.77,2.94,3.08,3.23,3.46,3.69,4,,
1/7/1999,1.2195,0.97375,1.1475,1.25375,1.34922,1.5,1.65703,1.91,2.1,2.27,2.43,2.62,2.77,2.94,3.08,3.23,3.46,3.69,4,,
1/8/1999,,0.97344,1.12625,1.22234,1.29891,1.45094,1.60047,1.91,2.1,2.27,2.43,2.62,2.77,2.94,3.08,3.23,3.46,3.69,3.98,,
1/11/1999,1.0645,1.13313,1.17625,1.245,1.32281,1.4625,1.61938,1.91,2.1,2.27,2.43,2.62,2.77,2.94,3.08,3.23,3.46,3.69,4,,
1/12/1999,1.1245,1.28031,1.25125,1.30016,1.355,1.47625,1.63625,1.87,2.07,2.25,2.44,2.61,2.78,2.94,3.09,3.24,3.48,3.71,4.02,,
1/13/1999,1.062,1.1,1.14063,1.205,1.26625,1.38688,1.52125,1.76,1.96,2.16,2.35,2.54,2.7,2.87,3.03,3.18,3.46,3.69,4,,
1/14/1999,,1.01875,1.12,1.17,1.24,1.34672,1.5,1.77,1.98,2.18,2.37,2.56,2.75,2.89,3.06,3.22,3.5,3.73,4.04,,
1/15/1999,0.812,0.99125,1.06156,1.12313,1.18844,1.29391,1.44219,1.75,1.97,2.18,2.37,2.55,2.74,2.91,3.07,3.23,3.51,3.74,4.05,,
1/18/1999,,1.05,1.1175,1.18094,1.2475,1.32656,1.47484,1.79,2.01,2.21,2.4,2.58,2.76,2.93,3.09,3.25,3.53,3.76,4.06,,
1/19/1999,0.687,1.05531,1.1125,1.17344,1.23875,1.32031,1.47609,1.75,1.96,2.16,2.36,2.55,2.73,2.9,3.05,3.21,3.47,3.7,4,,
1/20/1999,0.687,1.07781,1.12313,1.18844,1.26375,1.34625,1.49,1.78,2,2.19,2.39,2.56,2.74,2.9,3.06,3.21,3.47,3.7,3.98,,3.99
1/21/1999,0.7495,1.11333,1.11333,1.17792,1.24,1.33167,1.475,1.74,1.95,2.16,2.34,2.52,2.7,2.86,3.01,3.16,3.42,3.65,3.93,,
1/22/1999,0.7495,0.97333,1.035,1.10729,1.16833,1.27167,1.41771,1.7,1.93,2.13,2.31,2.49,2.67,2.85,2.99,3.14,3.4,3.63,3.91,,
1/25/1999,0.7495,0.95833,1.02521,1.08729,1.15104,1.25,1.40271,1.69,1.92,2.12,2.3,2.48,2.65,2.81,2.97,3.13,3.37,3.61,3.89,,
