,GJGB1 Index,GJGB10 Index,GJGB15 Index,GJGB2 Index,GJGB20 Index,GJGB3 Index,GJGB30 Index,GJGB4 Index,GJGB40 Index,GJGB5 Index,GJGB6 Index,GJGB7 Index,GJGB8 Index,GJGB9 Index
5/24/1989,,5.23,,,,,,4.69,,4.69,,4.844,4.994,5.423
5/25/1989,,5.23,,,,,,4.7,,4.71,,4.908,4.839,5.44
5/26/1989,,5.23,,,,,,4.69,,4.7,,4.855,5.005,5.441
5/29/1989,,5.23,,,,,,4.69,,4.7,,4.855,4.839,5.49
5/30/1989,,5.23,,,,,,4.69,,4.7,,4.855,4.839,5.49
5/31/1989,,5.25,,,,,,4.84,,4.85,,4.956,5.052,5.49
6/1/1989,,5.24,,,,,,4.86,,4.87,,4.955,5.02,5.431
6/2/1989,,5.25,,,,,,4.87,,4.87,,4.961,5.031,5.442
6/5/1989,,5.23,,,,,,4.87,,4.87,,4.955,4.839,5.388
6/6/1989,,5.19,,,,,,4.87,,4.87,,4.931,4.984,5.388
6/7/1989,,5.18,,,,,,4.88,,4.88,,4.943,5.005,5.399
6/8/1989,,5.18,,,,,,4.88,,4.88,,4.931,4.994,5.361
6/9/1989,,5.17,,,,,,4.88,,4.88,,4.902,4.973,5.334
6/12/1989,,5.19,,,,,,4.86,,4.86,,4.931,5.005,5.4
6/13/1989,,5.23,,,,,,4.89,,4.89,,4.973,5.052,5.4
6/14/1989,,5.27,,,,,,4.91,,4.92,,4.991,5.073,5.471
6/15/1989,,5.29,,,,,,4.94,,4.94,,5.021,5.1,5.482
6/16/1989,,5.39,,,,,,4.98,,4.98,,5.142,5.234,5.554
6/19/1989,,5.4,,,,,,5.06,,5.06,,5.154,5.234,5.532
6/20/1989,,5.4,,,,,,5.06,,5.06,,5.154,5.244,5.504
6/21/1989,,5.43,,,,,,5.07,,5.07,,5.154,5.234,5.522
6/22/1989,,5.39,,,,,,5.04,,5.04,,5.093,5.171,5.401
6/23/1989,,5.36,,,,,,5.02,,5.02,,5.075,5.153,5.38
6/26/1989,,5.36,,,,,,5.02,,5.03,,5.075,5.143,5.402
6/27/1989,,5.37,,,,,,5.02,,5.03,,5.106,5.164,5.391
6/28/1989,,5.42,,,,,,5.03,,5.03,,5.13,5.202,5.462
6/29/1989,,5.42,,,,,,5.03,,5.03,,5.112,5.213,5.462
6/30/1989,,5.46,,,,,,5.06,,5.06,,5.13,5.24,5.502
7/3/1989,,5.41,,,,,,5.05,,5.04,,5.075,5.164,5.414
7/4/1989,,5.35,,,,,,5.02,,5.03,,5.063,5.159,5.42
7/5/1989,,5.33,,,,,,5.01,,5.02,,5.02,5.106,5.376
7/6/1989,,5.29,,,,,,4.98,,4.99,,5.002,5.09,5.35
7/7/1989,,5.24,,,,,,4.96,,4.96,,4.96,5.031,5.28
7/10/1989,,5.23,,,,,,4.95,,4.95,,4.936,5.015,5.253
7/11/1989,,5.2,,,,,,4.96,,4.96,,4.912,4.973,5.2
7/12/1989,,5.19,,,,,,4.95,,4.96,,4.93,4.978,5.211
7/13/1989,,5.17,,,,,,4.95,,4.96,,4.912,4.973,5.205
7/14/1989,,5.16,,,,,,4.95,,4.95,,4.924,4.984,5.211
7/17/1989,,5.16,,,,,,4.93,,4.94,,4.935,5.01,5.254
7/18/1989,,5.19,,,,,,4.95,,4.96,,4.966,5.01,5.281
7/19/1989,,5.15,,,,,,4.93,,4.94,,4.935,5.005,5.254
7/20/1989,,5.18,,,,,,4.93,,4.93,,4.929,4.973,5.211
7/21/1989,,5.15,,,,,,4.91,,4.92,,4.911,4.963,5.223
7/24/1989,,5.1,,,,,,4.89,,4.89,,4.881,4.905,5.191
7/25/1989,,5.07,,,,,,4.88,,4.88,,4.851,4.884,5.148
7/26/1989,,5.09,,,,,,4.86,,4.86,,4.845,4.889,5.138
7/27/1989,,5.09,,,,,,4.85,,4.85,,4.845,4.899,5.149
7/28/1989,,5.06,,,,,,4.81,,4.82,,4.827,4.879,5.133
7/31/1989,,5.02,,,,,,4.8,,4.8,,4.815,4.852,5.101
8/1/1989,,5,,,,,,4.77,,4.78,,4.79,4.831,5.06
8/2/1989,,4.99,,,,,,4.75,,4.76,,4.778,4.831,5.039
8/3/1989,,5.01,,,,,,4.75,,4.76,,4.778,4.842,5.049
8/4/1989,,5.08,,,,,,4.75,,4.76,,4.796,4.884,5.075
8/7/1989,,5.07,,,,,,4.76,,4.77,,4.82,4.91,5.124
8/8/1989,,5.03,,,,,,4.76,,4.77,,4.82,4.883,5.087
8/9/1989,,5.05,,,,,,4.78,,4.78,,4.832,4.904,5.071
8/10/1989,,5.05,,,,,,4.76,,4.77,,4.826,4.899,5.076
8/11/1989,,5.05,,,,,,4.76,,4.77,,4.837,4.894,5.098
8/14/1989,,5.07,,,,,,4.78,,4.78,,4.843,4.894,5.103
8/15/1989,,5.07,,,,,,4.79,,4.8,,4.849,4.894,5.103
8/16/1989,,5.03,,,,,,4.79,,4.8,,4.837,4.873,5.087
8/17/1989,,5.03,,,,,,4.79,,4.8,,4.825,4.862,5.066
8/18/1989,,5.03,,,,,,4.8,,4.8,,4.825,4.867,5.051
8/21/1989,,5.01,,,,,,4.82,,4.81,,4.807,4.857,5.051
8/22/1989,,5.01,,,,,,4.85,,4.82,,4.8,4.852,5.046
8/23/1989,,5.04,,,,,,4.84,,4.82,,4.806,4.846,5.035
8/24/1989,,5.04,,,,,,4.84,,4.82,,4.818,4.873,5.067
8/25/1989,,5.04,,,,,,4.86,,4.84,,4.825,4.883,5.083
8/28/1989,,5.05,,,,,,4.84,,4.82,,4.824,4.878,5.068
8/29/1989,,5.06,,,,,,4.85,,4.82,,4.824,4.883,5.078
8/30/1989,,5.06,,,,,,4.86,,4.83,,4.83,4.888,5.078
8/31/1989,,5.09,,,,,,4.85,,4.84,,4.835,4.888,5.084
9/1/1989,,5.12,,,,,,4.88,,4.86,,4.854,4.909,5.106
9/4/1989,,5.14,,,,,,4.9,,4.88,,4.866,4.93,5.138
9/5/1989,,5.18,,,,,,4.92,,4.9,,4.896,4.967,5.17
9/6/1989,,5.25,,,,,,5,,4.97,,4.994,5.042,5.235
9/7/1989,,5.25,,,,,,5,,4.97,,4.994,5.042,5.235
9/8/1989,,5.3,,,,,,5.03,,5.02,,5.019,5.064,5.35
9/11/1989,,5.39,,,,,,5.09,,5.08,,5.093,5.096,5.339
9/12/1989,,5.36,,,,,,5.13,,5.08,,5.081,5.096,5.295
9/13/1989,,5.33,,,,,,5.15,,5.11,,5.068,5.091,5.306
9/14/1989,,5.34,,,,,,5.15,,5.12,,5.056,5.086,5.329
9/15/1989,,5.34,,,,,,5.15,,5.12,,5.062,5.091,5.367
9/18/1989,,5.4,,,,,,5.17,,5.14,,5.087,5.124,5.362
9/19/1989,,5.34,,,,,,5.17,,5.15,,5.087,5.124,5.285
9/20/1989,,5.36,,,,,,5.15,,5.13,,5.081,5.124,5.34
9/21/1989,,5.32,,,,,,5.15,,5.13,,5.081,5.102,5.335
9/22/1989,,5.28,,,,,,5.13,,5.11,,5.062,5.08,5.308
9/25/1989,,5.18,,,,,,5.09,,5.06,,5.006,4.973,5.161
9/26/1989,,5.18,,,,,,5.04,,5.02,,4.975,4.978,5.194
9/27/1989,,5.18,,,,,,5.04,,5.02,,4.963,4.989,5.194
9/28/1989,,5.2,,,,,,5.04,,5.02,,4.956,5,5.2
9/29/1989,,5.18,,,,,,5.03,,5.01,,4.95,5.005,5.2
10/2/1989,,5.16,,,,5.04,,5.01,,4.89,,4.95,5.005,5.206
10/3/1989,,5.23,,,,5.06,,5.03,,4.91,,4.975,5.043,5.244
10/4/1989,,5.23,,,,5.09,,5.05,,4.93,,5.018,5.081,5.277
10/5/1989,,5.25,,,,5.1,,5.07,,4.93,,5.018,5.097,5.294
10/6/1989,,5.31,,,,5.12,,5.08,,4.95,,5.049,5.135,5.371
10/9/1989,,5.27,,,,5.13,,5.09,,4.96,,5.056,5.141,5.332
10/10/1989,,5.27,,,,5.11,,5.08,,4.94,,5.037,5.119,5.311
10/11/1989,,5.39,,,,5.17,,5.13,,5.06,,5.144,5.251,5.444
10/12/1989,,5.44,,,,5.24,,5.2,,5.07,,5.201,5.273,5.466
10/13/1989,,5.39,,,,5.24,,5.25,,5.1,,5.175,5.257,5.466
10/16/1989,,5.3,,,,5.23,,5.23,,5.06,,5.074,5.152,5.24
10/17/1989,,5.32,,,,5.21,,5.21,,5.02,,5.081,5.158,5.268
10/18/1989,,5.38,,,,5.22,,5.22,,5.04,,5.112,5.185,5.306
10/19/1989,,5.37,,,,5.24,,5.24,,5.07,,5.131,5.207,5.328
10/20/1989,,5.35,,,,5.24,,5.26,,5.08,,5.131,5.202,5.329
10/23/1989,,5.39,,,,5.26,,5.26,,5.08,,5.144,5.196,5.368
10/24/1989,,5.42,,,,5.3,,5.29,,5.13,,5.182,5.241,5.385
10/25/1989,,5.4,,,,5.31,,5.3,,5.16,,5.201,5.269,5.39
10/26/1989,,5.44,,,,5.31,,5.31,,5.18,,5.227,5.28,5.374
10/27/1989,,5.49,,,,5.35,,5.33,,5.22,,5.272,5.325,5.413
10/30/1989,,5.5,,,,5.36,,5.38,,5.26,,5.304,5.331,5.43
10/31/1989,,5.5,,,,5.37,,5.42,,5.3,,5.311,5.359,5.437
11/1/1989,,5.51,,,,5.47,,5.47,,5.33,,5.317,5.359,5.454
11/2/1989,,5.52,,,,5.51,,5.49,,5.36,,5.337,5.365,5.454
11/3/1989,,5.52,,,,5.52,,5.52,,5.36,,5.35,5.371,5.466
11/6/1989,,5.62,,,,5.57,,5.57,,5.49,,5.461,5.462,5.574
11/7/1989,,5.67,,,,5.64,,5.64,,5.5,,5.481,5.485,5.591
11/8/1989,,5.62,,,,5.67,,5.66,,5.51,,5.481,5.479,5.522
11/9/1989,,5.62,,,,5.67,,5.66,,5.5,,5.468,5.456,5.528
11/10/1989,,5.62,,,,5.65,,5.65,,5.5,,5.482,5.457,5.547
11/13/1989,,5.65,,,,5.65,,5.65,,5.5,,5.482,5.474,5.564
11/14/1989,,5.65,,,,5.65,,5.65,,5.5,,5.495,5.491,5.564
11/15/1989,,5.61,,,,5.65,,5.64,,5.48,,5.475,5.469,5.524
11/16/1989,,5.57,,,,5.63,,5.63,,5.46,,5.469,5.446,5.519
11/17/1989,,5.57,,,,5.63,,5.63,,5.46,,5.469,5.446,5.519
11/20/1989,,5.57,,,,5.63,,5.62,,5.45,,5.45,5.429,5.514
11/21/1989,,5.59,,,,5.65,,5.65,,5.48,,5.483,5.464,5.554
11/22/1989,,5.57,,,,5.67,,5.67,,5.51,,5.496,5.475,5.56
11/23/1989,,5.57,,,,5.67,,5.67,,5.51,,5.489,5.469,5.554
11/24/1989,,5.52,,,,5.67,,5.67,,5.51,,5.469,5.441,5.526
11/27/1989,,5.48,,,,5.67,,5.67,,5.51,,5.424,5.401,5.51
11/28/1989,,5.52,,,,5.68,,5.68,,5.52,,5.444,5.401,5.504
11/29/1989,,5.52,,,,5.69,,5.7,,5.54,,5.47,5.43,5.521
11/30/1989,,5.51,,,,5.69,,5.71,,5.54,,5.457,5.401,5.493
12/1/1989,,5.54,,,,5.71,,5.71,,5.54,,5.451,5.425,5.495
12/4/1989,,5.54,,,,5.71,,5.71,,5.54,,5.438,5.431,5.495
12/5/1989,,5.54,,,,5.71,,5.72,,5.54,,5.431,5.431,5.483
12/6/1989,,5.55,,,,5.72,,5.72,,5.54,,5.411,5.425,5.495
12/7/1989,,5.58,,,,5.72,,5.72,,5.54,,5.411,5.431,5.512
12/8/1989,,5.59,,,,5.72,,5.72,,5.54,,5.411,5.431,5.546
12/11/1989,,5.62,,,,5.72,,5.71,,5.53,,5.438,5.466,5.57
12/12/1989,,5.62,,,,5.72,,5.71,,5.53,,5.452,5.477,5.581
12/13/1989,,5.62,,,,5.72,,5.71,,5.55,,5.452,5.477,5.576
12/14/1989,,5.63,,,,5.71,,5.71,,5.56,,5.459,5.472,5.582
12/15/1989,,5.63,,,,5.71,,5.71,,5.58,,5.472,5.472,5.588
12/18/1989,,5.63,,,,5.71,,5.71,,5.58,,5.479,5.495,5.617
12/19/1989,,5.69,,,,5.74,,5.73,,5.63,,5.526,5.554,5.665
12/20/1989,,5.75,,,,5.78,,5.78,,5.68,,5.594,5.619,5.735
12/21/1989,,5.81,,,,5.81,,5.83,,5.73,,5.661,5.678,5.753
12/22/1989,,5.81,,,,5.8,,5.83,,5.73,,5.662,5.679,5.754
12/26/1989,,5.77,,,,5.87,,5.87,,5.81,,5.792,5.685,5.731
12/27/1989,,5.78,,,,5.86,,5.86,,5.8,,5.794,5.686,5.744
12/28/1989,,5.74,,,,5.86,,5.85,,5.82,,5.794,5.638,5.744
12/29/1989,,5.74,,,,5.86,,5.85,,5.82,,5.794,5.632,5.738
1/2/1990,,5.74,,,,5.87,,5.87,,5.82,5.802,5.633,5.746,
1/3/1990,,5.74,,,,5.87,,5.87,,5.82,5.802,5.633,5.746,
1/4/1990,,5.87,,,,5.96,,5.95,,5.9,5.885,5.764,5.852,
1/5/1990,,5.9,,,,5.96,,5.97,,5.93,5.871,5.812,5.9,
1/8/1990,,5.98,,,,6.01,,6.01,,5.97,5.976,5.891,5.984,
1/9/1990,,6.18,,,,6.12,,6.1,,6.1,6.175,6.131,6.174,
1/10/1990,,6.24,,,,6.19,,6.18,,6.18,6.342,6.201,6.262,
1/11/1990,,6.28,,,,6.19,,6.18,,6.18,6.342,6.252,6.325,
1/12/1990,,6.5,,,,6.26,,6.25,,6.26,6.511,6.495,6.541,
1/15/1990,,6.5,,,,6.26,,6.25,,6.26,6.511,6.495,6.541,
1/16/1990,,6.74,,,,6.41,,6.41,,6.41,6.765,6.785,6.743,
1/17/1990,,6.72,,,,6.39,,6.39,,6.39,6.633,6.741,6.773,
1/18/1990,,6.93,,,,6.49,,6.48,,6.45,6.913,6.984,7.014,
1/19/1990,,6.82,,,,6.49,,6.48,,6.45,6.814,6.875,7.02,
1/22/1990,,6.8,,,,6.5,,6.48,,6.44,6.786,6.844,6.795,
1/23/1990,,6.75,,,,6.5,,6.48,,6.44,6.71,6.783,6.762,
1/24/1990,,6.86,,,,6.52,,6.51,,6.44,6.816,6.904,6.862,
1/25/1990,,6.65,,,,6.47,,6.46,,6.36,6.71,6.703,6.67,
1/26/1990,,6.61,,,,6.45,,6.45,,6.34,6.684,6.64,6.582,
1/29/1990,,6.58,,,,6.45,,6.45,,6.34,6.684,6.6,6.661,
1/30/1990,,6.66,,,,6.49,,6.48,,6.38,6.692,6.693,6.72,
1/31/1990,,6.76,,,,6.5,,6.5,,6.43,6.791,6.801,6.854,
2/1/1990,,6.63,,,,6.5,,6.5,,6.39,6.715,6.661,6.734,
2/2/1990,,6.63,,,,6.5,,6.5,,6.39,6.693,6.641,6.714,
2/5/1990,,6.63,,,,6.5,,6.49,,6.39,6.695,6.643,6.783,
2/6/1990,,6.69,,,,6.51,,6.51,,6.43,6.756,6.736,6.723,
2/7/1990,,6.72,,,,6.52,,6.51,,6.43,6.771,6.756,6.763,
2/8/1990,,6.8,,,,6.54,,6.53,,6.47,6.79,6.833,6.934,
2/9/1990,,6.71,,,,6.53,,6.52,,6.44,6.736,6.752,6.833,
2/12/1990,,6.71,,,,6.53,,6.52,,6.44,6.736,6.752,6.833,
2/13/1990,,6.74,,,,6.53,,6.52,,6.44,6.736,6.766,6.866,
2/14/1990,,6.82,,,,6.55,,6.54,,6.48,6.806,6.854,6.962,
2/15/1990,,6.85,,,,6.55,,6.54,,6.51,6.814,6.861,6.962,
2/16/1990,,6.93,,,,6.59,,6.58,,6.53,6.86,6.936,7.043,
2/19/1990,,7,,,,6.67,,6.64,,6.57,6.925,7.014,7.136,
2/20/1990,,7.1,,,,6.72,,6.68,,6.6,6.987,7.132,7.261,
2/21/1990,,7.03,,,,6.72,,6.68,,6.6,6.94,7.055,7.143,
2/22/1990,,7.03,,,,6.72,,6.68,,6.6,6.94,7.055,7.046,
2/23/1990,,7.04,,,,6.75,,6.71,,6.6,6.937,7.08,7.216,
2/26/1990,,7.03,,,,6.76,,6.73,,6.6,6.937,7.073,7.154,
2/27/1990,,7.08,,,,6.79,,6.75,,6.63,6.983,7.136,7.216,
2/28/1990,,7.13,,,,6.8,,6.77,,6.66,7.023,7.213,7.293,
3/1/1990,,7.21,,,,6.84,,6.8,,6.71,7.056,7.271,7.352,7.103
3/2/1990,,7.29,,,,6.93,,6.9,,6.81,7.135,7.364,7.416,7.174
3/5/1990,,7.29,,,,6.96,,6.92,,6.83,7.166,7.342,7.394,7.142
3/6/1990,,7.24,,,,6.97,,6.93,,6.83,7.17,7.295,7.355,7.125
3/7/1990,,7.33,,,,7.01,,6.97,,6.85,7.242,7.41,7.433,7.215
3/8/1990,,7.31,,,,7.02,,7,,6.89,7.266,7.374,7.391,7.222
3/9/1990,,7.32,,,,7.03,,7.02,,6.91,7.294,7.385,7.402,7.173
3/12/1990,,7.32,,,,7.03,,7.02,,6.91,7.294,7.385,7.402,7.173
3/13/1990,,7.49,,,,7.09,,7.08,,6.98,7.424,7.581,7.603,7.33
3/14/1990,,7.51,,,,7.09,,7.08,,7,7.464,7.603,7.611,7.31
3/15/1990,,7.49,,,,7.07,,7.07,,6.99,7.525,7.576,7.606,7.286
3/16/1990,,7.4,,,,7.07,,7.07,,6.99,7.566,7.496,7.534,7.194
3/19/1990,,7.46,,,,7.11,,7.1,,7.03,7.607,7.554,7.592,7.253
3/20/1990,,7.4,,,,7.11,,7.1,,7.05,7.607,7.481,7.534,7.292
3/21/1990,,7.41,,,,7.11,,7.1,,7.05,7.612,7.485,7.538,7.295
3/22/1990,,7.37,,,,7.11,,7.1,,7.05,7.604,7.456,7.502,7.243
3/23/1990,,7.28,,,,7.08,,7.07,,7.03,7.571,7.362,7.423,7.152
3/26/1990,,7.28,,,,7.08,,7.07,,7.03,7.571,7.362,7.423,7.191
3/27/1990,,7.42,,,,7.12,,7.11,,7.05,7.617,7.496,7.585,7.351
3/28/1990,,7.47,,,,7.15,,7.14,,7.1,7.642,7.532,7.636,7.331
3/29/1990,,7.3,,,,7.12,,7.11,,7.05,7.526,7.344,7.455,7.213
3/30/1990,,7.45,,,,7.12,,7.11,,7.08,7.6,7.525,7.622,7.331
4/2/1990,,6.91,,,,7.11,,7.06,,7.14,7.605,7.529,7.626,7.394
4/3/1990,,6.85,,,,7.11,,7.03,,7.14,7.572,7.456,7.546,7.301
4/4/1990,,6.86,,,,7.11,,7.04,,7.14,7.597,7.485,7.56,7.314
4/5/1990,,6.84,,,,7.1,,7.03,,7.14,7.575,7.444,7.505,7.264
4/6/1990,,6.89,,,,7.09,,7.02,,7.12,7.542,7.495,7.541,7.29
4/9/1990,,6.9,,,,7.05,,7,,7.08,7.443,7.379,7.426,7.205
4/10/1990,,6.94,,,,7.02,,6.98,,7.04,7.464,7.432,7.465,7.266
4/11/1990,,6.83,,,,7.02,,6.97,,7.04,7.521,7.513,7.545,7.326
4/12/1990,,6.96,,,,6.99,,6.95,,7.01,7.472,7.461,7.516,7.299
4/13/1990,,6.96,,,,6.99,,6.95,,7.02,7.515,7.521,7.576,7.393
4/16/1990,,6.96,,,,6.99,,6.95,,7.04,7.548,7.565,7.612,7.413
4/17/1990,,6.9,,,,6.99,,6.95,,7.04,7.523,7.543,7.59,7.4
4/18/1990,,6.88,,,,7,,6.95,,7.02,7.49,7.506,7.561,7.345
4/19/1990,,6.86,,,,7,,6.95,,7,7.457,7.44,7.503,7.305
4/20/1990,,6.78,,,,6.96,,6.95,,7,7.457,7.44,7.503,7.299
4/23/1990,,6.8,,,,6.96,,6.95,,7,7.467,7.464,7.534,7.34
4/24/1990,,6.82,,,,6.96,,6.93,,7,7.476,7.53,7.592,7.414
4/25/1990,,6.87,,,,6.96,,6.92,,6.99,7.476,7.544,7.614,7.38
4/26/1990,,6.81,,,,6.95,,6.9,,6.96,7.43,7.496,7.567,7.363
4/27/1990,,6.86,,,,6.95,,6.9,,6.96,7.455,7.555,7.626,7.423
4/30/1990,,6.86,,,,6.95,,6.9,,6.96,7.455,7.555,7.626,7.423
5/1/1990,,6.88,,,,6.95,,6.9,,6.96,7.463,7.592,7.662,7.443
5/2/1990,,6.88,,,,6.94,,6.89,,6.95,7.447,7.57,7.64,7.396
5/3/1990,,6.88,,,,6.93,,6.89,,6.95,7.452,7.574,7.645,7.4
5/4/1990,,6.88,,,,6.93,,6.89,,6.95,7.452,7.574,7.645,7.4
5/7/1990,,6.77,,,,6.89,,6.84,,6.9,7.394,7.464,7.52,7.306
5/8/1990,,6.77,,,,6.89,,6.84,,6.9,7.394,7.464,7.52,7.306
5/9/1990,,6.72,,,,6.85,,6.8,,6.86,7.32,7.405,7.462,7.24
5/10/1990,,6.73,,,,6.84,,6.79,,6.85,7.303,7.405,7.462,7.273
5/11/1990,,6.56,,,,6.75,,6.71,,6.74,7.152,7.191,7.25,7.085
5/14/1990,,6.38,,,,6.68,,6.64,,6.68,7.071,7.106,7.165,6.989
5/15/1990,,6.38,,,,6.68,,6.64,,6.68,7.071,7.106,7.165,6.989
5/16/1990,,6.46,,,,6.63,,6.58,,6.63,6.991,7.092,7.151,6.995
5/17/1990,,6.4,,,,6.63,,6.58,,6.63,6.995,7.109,7.155,7.011
5/18/1990,,6.42,,,,6.59,,6.56,,6.61,6.995,7.145,7.211,7.05
5/21/1990,,6.46,,,,6.62,,6.59,,6.63,7.043,7.252,7.346,
5/22/1990,,6.35,,,,6.57,,6.55,,6.58,6.982,7.14,7.243,7.084
5/23/1990,,6.33,,,,6.56,,6.5,,6.54,6.966,7.198,7.207,7.071
5/24/1990,,6.3,,,,6.55,,6.48,,6.52,6.942,7.062,7.165,7.02
5/25/1990,,6.22,,,,6.48,,6.39,,6.42,6.847,6.964,7.06,6.873
5/28/1990,,6.26,,,,6.47,,6.38,,6.42,6.827,6.89,7.001,6.875
5/29/1990,,6.37,,,,6.49,,6.4,,6.44,6.875,7.044,7.141,7.003
5/30/1990,,6.35,,,,6.47,,6.38,,6.42,6.843,7.016,7.113,6.965
5/31/1990,,6.34,,,,6.46,,6.37,,6.42,6.835,6.995,7.085,6.952
6/1/1990,,6.35,,,,6.44,,6.35,,6.41,6.848,7.007,7.104,6.962
6/4/1990,,6.34,,,,6.47,,6.37,,6.43,6.841,6.979,7.076,6.905
6/5/1990,,6.34,,,,6.47,,6.38,,6.44,6.856,6.986,7.083,6.937
6/6/1990,,6.38,,,,6.47,,6.38,,6.44,6.872,7.035,7.125,6.975
6/7/1990,,6.38,,,,6.47,,6.38,,6.45,6.88,7.042,7.132,6.988
6/8/1990,,6.41,,,,6.47,,6.38,,6.45,6.904,7.085,7.182,7.02
6/11/1990,,6.5,,,,6.49,,6.41,,6.47,6.931,7.166,7.263,7.153
6/12/1990,,6.45,,,,6.49,,6.41,,6.47,6.947,7.123,7.22,7.094
6/13/1990,,6.44,,,,6.49,,6.41,,6.48,6.955,7.116,7.213,7.055
6/14/1990,,6.37,,,,6.49,,6.43,,6.49,6.947,7.017,7.121,6.965
6/15/1990,,6.41,,,,6.51,,6.46,,6.51,6.974,7.054,7.166,7.018
6/18/1990,,6.41,,,,6.52,,6.46,,6.51,6.974,7.061,7.173,7.044
6/19/1990,,6.46,,,,6.53,,6.49,,6.54,7.006,7.104,7.209,7.089
6/20/1990,,6.46,,,,6.53,,6.51,,6.57,7.039,7.133,7.237,7.089
6/21/1990,,6.49,,,,6.55,,6.52,,6.59,7.067,7.172,7.277,7.138
6/22/1990,,6.56,,,,6.62,,6.57,,6.62,7.083,7.186,7.291,7.151
6/25/1990,,6.57,,,,6.7,,6.65,,6.7,7.14,7.237,7.342,7.217
6/26/1990,,6.55,,,,6.71,,6.66,,6.7,7.144,7.233,7.338,7.16
6/27/1990,,6.55,,,,6.71,,6.66,,6.7,7.144,7.233,7.338,7.16
6/28/1990,,6.65,,,,6.79,,6.69,,6.72,7.177,7.261,7.374,7.24
6/29/1990,,6.65,,,,6.79,,6.69,,6.72,7.177,7.371,7.483,7.346
7/2/1990,,6.73,,,,6.86,,6.77,,6.8,7.231,7.36,7.473,7.296
7/3/1990,,6.71,,,,6.85,,6.77,,6.8,7.231,7.345,7.458,7.263
7/4/1990,,6.65,,,,6.86,,6.78,,6.78,7.157,7.236,7.364,7.17
7/5/1990,,6.67,,,,6.86,,6.78,,6.78,7.165,7.265,7.393,7.196
7/6/1990,,6.62,,,,6.84,,6.77,,6.77,7.127,7.195,7.323,7.192
7/9/1990,,6.62,,,,6.84,,6.77,,6.77,7.127,7.195,7.323,7.192
7/10/1990,,6.71,,,,6.88,,6.81,,6.8,7.176,7.297,7.439,7.251
7/11/1990,,6.7,,,,6.87,,6.79,,6.76,7.155,7.242,7.385,7.221
7/12/1990,,6.76,,,,6.88,,6.81,,6.78,7.188,7.3,7.421,7.261
7/13/1990,,6.76,,,,6.88,,6.81,,6.78,7.188,7.3,7.421,7.261
7/16/1990,,6.71,,,,6.88,,6.79,,6.76,7.155,7.256,7.37,7.201
7/17/1990,,6.75,,,,6.89,,6.8,,6.77,7.192,7.296,7.418,7.244
7/18/1990,,6.76,,,,6.92,,6.82,,6.78,7.201,7.304,7.433,7.271
7/19/1990,,6.81,,,,6.94,,6.85,,6.81,7.25,7.362,7.491,7.311
7/20/1990,,6.9,,,,7,,6.91,,6.87,7.317,7.444,7.573,7.398
7/23/1990,,6.98,,,,7.11,,7,,7,7.414,7.545,7.667,7.47
7/24/1990,,7,,,,7.13,,7.03,,7.03,7.431,7.545,7.667,7.456
7/25/1990,,6.97,,,,7.12,,7,,7.03,7.431,7.492,7.622,7.422
7/26/1990,,7,,,,7.12,,7,,7.05,7.465,7.537,7.652,7.504
7/27/1990,,7.08,,,,7.2,,7.1,,7.16,7.562,7.6,7.73,7.596
7/30/1990,,7.08,,,,7.2,,7.1,,7.16,7.562,7.6,7.73,7.596
7/31/1990,,7.12,,,,7.3,,7.13,,7.29,7.691,7.623,7.753,7.541
8/1/1990,,7.08,,,,7.26,,7.14,,7.26,7.644,7.566,7.696,7.502
8/2/1990,,7.1,,,,7.29,,7.17,,7.29,7.678,7.641,7.764,7.62
8/3/1990,,7.26,,,,7.34,,7.25,,7.37,7.757,7.794,7.902,7.697
8/6/1990,,7.53,,,,7.41,,7.39,,7.52,7.955,8.102,8.194,7.941
8/7/1990,,7.72,,,,7.46,,7.45,,7.62,8.052,8.254,8.345,8.093
8/8/1990,,7.53,,,,7.39,,7.43,,7.55,7.955,8.016,8.1,7.912
8/9/1990,,7.58,,,,7.41,,7.45,,7.58,7.99,8.142,8.234,8.006
8/10/1990,,7.59,,,,7.41,,7.45,,7.58,7.962,8.1,8.193,8.011
8/13/1990,,7.59,,,,7.43,,7.47,,7.6,7.988,8.164,8.256,8.098
8/14/1990,,7.62,,,,7.42,,7.46,,7.59,7.962,8.1,8.201,7.997
8/15/1990,,7.52,,,,7.39,,7.43,,7.55,7.882,7.951,8.067,7.896
8/16/1990,,7.5,,,,7.39,,7.43,,7.55,7.882,7.951,8.067,7.896
8/17/1990,,7.53,,,,7.45,,7.5,,7.62,7.993,8.144,8.276,8.05
8/20/1990,,7.54,,,,7.45,,7.5,,7.62,7.993,8.144,8.276,8.05
8/21/1990,,7.61,,,,7.47,,7.52,,7.64,8.046,8.232,8.364,8.065
8/22/1990,,7.73,,,,7.51,,7.61,,7.7,8.114,8.325,8.45,8.171
8/23/1990,,7.94,,,,7.81,,7.86,,7.9,8.314,8.571,8.738,8.312
8/24/1990,,7.96,,,,7.92,,8,,8.05,8.443,8.587,8.755,8.335
8/27/1990,,7.93,,,,7.91,,8,,8.05,8.449,8.501,8.627,8.249
8/28/1990,,7.85,,,,7.91,,8,,8.05,8.449,8.46,8.536,8.175
