,BA1 Comdty,ED1 Comdty,EF1 Comdty,ER1 Comdty,ES1 Comdty,IR1 Comdty,L 1 Comdty
1989-04-18,,90.08,,,,,87.07
1989-04-19,,90.05,,,,,86.95
1989-04-20,,89.79,,,,,86.44
1989-04-21,,89.84,,,,,86.56
1989-04-24,,89.83,,,,,86.62
1989-04-25,,89.93,,,,,86.7
1989-04-26,,90.02,,,,,86.97
1989-04-27,,90.19,,,,,87.1
1989-04-28,,90.15,,,,,87.03
1989-05-01,,89.92,,,,,
1989-05-02,,90.04,,,,,86.94
1989-05-03,,90.08,,,,,87.01
1989-05-04,,90.09,,,,,87.03
1989-05-05,,90.25,,,,,87.02
1989-05-08,,90.21,,,,,87.07
1989-05-09,,90.1,,,,,86.89
1989-05-10,,90.1,,,,,86.92
1989-05-11,,90.17,,,,,86.92
1989-05-12,,90.45,,,,,87.07
1989-05-15,,90.44,,,,,87.02
1989-05-16,,90.42,,,,,86.96
1989-05-17,,90.47,,,,,86.88
1989-05-18,,90.43,,,,,86.98
1989-05-19,,90.44,,,,,86.97
1989-05-22,,90.6,,,,,86.6
1989-05-23,,90.65,,,,,86.53
1989-05-24,,90.65,,,,,86.07
1989-05-25,,90.5,,,,,86.07
1989-05-26,,90.51,,,,,86.19
1989-05-30,,90.55,,,,,85.88
1989-05-31,,90.54,,,,,85.49
1989-06-01,,90.53,,,,,85.83
1989-06-02,,90.7,,,,,85.93
1989-06-05,,90.72,,,,,85.82
1989-06-06,,90.7,,,,,85.88
1989-06-07,,90.76,,,,,85.93
1989-06-08,,90.8,,,,,85.9
1989-06-09,,90.85,,,,81.99,85.82
1989-06-12,,90.81,,,,,85.57
1989-06-13,,90.74,,,,81.95,85.36
1989-06-14,,90.74,,,,82.2,85.29
1989-06-15,,90.66,,,,82.26,85.38
1989-06-16,,90.56,,,,82.15,85.76
1989-06-19,,90.56,,,,81.98,85.87
1989-06-20,,91.07,,,,82.31,85.88
1989-06-21,,90.96,,,,82.29,85.95
1989-06-22,,90.9,,,,82.39,85.72
1989-06-23,,91.19,,,,82.4,85.62
1989-06-26,,91.26,,,,82.6,85.46
1989-06-27,,91.28,,,,82.44,86.1
1989-06-28,,91.33,,,,82.48,86.0
1989-06-29,,91.49,,,,82.42,85.84
1989-06-30,,91.47,,,,82.64,85.86
1989-07-03,,91.5,,,,82.72,85.98
1989-07-04,,,,,,82.87,86.09
1989-07-05,,91.53,,,,82.7,86.14
1989-07-06,,91.52,,,,82.76,86.05
1989-07-07,,91.52,,,,82.69,86.07
1989-07-10,,91.5,,,,82.82,86.18
1989-07-11,,91.48,,,,82.85,86.23
1989-07-12,,91.56,,,,83.0,86.29
1989-07-13,,91.58,,,,82.75,86.39
1989-07-14,,91.49,,,,82.92,86.48
1989-07-17,,91.46,,,,82.93,86.53
1989-07-18,,91.35,,,,82.79,86.45
1989-07-19,,91.44,,,,82.71,86.37
1989-07-20,,91.48,,,,82.62,86.44
1989-07-21,,91.37,,,,82.64,86.4
1989-07-24,,91.4,,,,82.64,86.33
1989-07-25,,91.48,,,,82.63,86.3
1989-07-26,,91.51,,,,82.87,86.42
1989-07-27,,91.69,,,,82.72,86.45
1989-07-28,,91.75,,,,82.62,86.52
1989-07-31,,91.79,,,,82.58,86.46
1989-08-01,,91.83,,,,82.62,86.4
1989-08-02,,91.82,,,,82.65,86.38
1989-08-03,,91.78,,,,82.63,86.29
1989-08-04,,91.45,,,,82.62,86.26
1989-08-07,,91.45,,,,82.6,86.3
1989-08-08,,91.48,,,,82.5,86.34
1989-08-09,,91.45,,,,82.53,86.32
1989-08-10,,91.47,,,,82.37,86.35
1989-08-11,,91.32,,,,82.39,86.25
1989-08-14,,91.21,,,,82.38,86.26
1989-08-15,,91.24,,,,82.38,86.26
1989-08-16,,91.29,,,,82.26,86.28
1989-08-17,,91.23,,,,82.29,86.28
1989-08-18,,91.24,,,,82.24,86.28
1989-08-21,,91.19,,,,82.28,86.29
1989-08-22,,91.14,,,,82.25,86.26
1989-08-23,,91.17,,,,82.21,86.17
1989-08-24,,91.21,,,,82.19,86.19
1989-08-25,,91.19,,,,82.16,86.19
1989-08-28,,91.13,,,,82.14,
1989-08-29,,91.11,,,,82.14,86.17
1989-08-30,,91.12,,,,82.12,86.12
1989-08-31,,91.11,,,,82.16,86.06
1989-09-01,,91.16,,,,82.17,86.06
1989-09-04,,,,,,82.15,86.03
1989-09-05,,91.12,,,,82.15,85.99
1989-09-06,,91.08,,,,82.17,85.96
1989-09-07,,91.08,,,,83.37,86.02
1989-09-08,,91.1,,,,83.19,85.99
1989-09-11,,91.11,,,,83.2,86.01
1989-09-12,,91.11,,,,83.19,86.01
1989-09-13,,91.13,,,,83.1,86.02
1989-09-14,,91.15,,,,83.07,86.02
1989-09-15,,91.15,,,,82.88,85.99
1989-09-18,,91.12,,,,82.69,86.05
1989-09-19,,91.5,,,,82.6,86.04
1989-09-20,,91.35,,,,82.46,86.05
1989-09-21,,91.3,,,,82.15,86.4
1989-09-22,,91.3,,,,82.15,86.37
1989-09-25,,91.2,,,,82.21,86.34
1989-09-26,,91.24,,,,82.14,85.99
1989-09-27,,91.24,,,,82.15,85.76
1989-09-28,,91.16,,,,82.21,85.67
1989-09-29,,91.05,,,,82.02,85.54
1989-10-02,,91.03,,,,82.07,85.63
1989-10-03,,91.13,,,,81.99,85.65
1989-10-04,,91.1,,,,82.02,85.5
1989-10-05,,91.21,,,,81.93,85.37
1989-10-06,,91.47,,,,81.96,85.41
1989-10-09,,91.58,,,,82.01,85.32
1989-10-10,,91.47,,,,82.01,85.2
1989-10-11,,91.45,,,,82.05,85.19
1989-10-12,,91.56,,,,82.03,85.19
1989-10-13,,91.58,,,,82.09,85.07
1989-10-16,,91.68,,,,82.28,85.72
1989-10-17,,91.73,,,,82.11,85.6
1989-10-18,,91.73,,,,82.14,85.53
1989-10-19,,91.72,,,,82.04,85.45
1989-10-20,,91.67,,,,81.93,85.43
1989-10-23,,91.73,,,,81.77,85.46
1989-10-24,,91.8,,,,81.73,85.5
1989-10-25,,91.79,,,,81.78,85.49
1989-10-26,,91.77,,,,81.88,85.47
1989-10-27,,91.68,,,,81.93,85.03
1989-10-30,,91.68,,,,81.9,85.16
1989-10-31,,91.63,,,,81.92,85.14
1989-11-01,,91.65,,,,81.9,85.15
1989-11-02,,91.68,,,,81.94,85.01
1989-11-03,,91.48,,,,81.94,85.0
1989-11-06,,91.44,,,,81.96,85.1
1989-11-07,,91.63,,,,81.91,85.14
1989-11-08,,91.69,,,,81.93,85.26
1989-11-09,,91.64,,,,81.98,85.33
1989-11-10,,91.66,,,,81.98,85.3
1989-11-13,,91.68,,,,81.9,85.29
1989-11-14,,91.69,,,,81.94,85.26
1989-11-15,,91.68,,,,81.92,85.19
1989-11-16,,91.68,,,,81.91,85.12
1989-11-17,,91.66,,,,81.94,85.01
1989-11-20,,91.63,,,,81.92,84.99
1989-11-21,,91.66,,,,81.92,84.95
1989-11-22,,91.74,,,,81.9,84.98
1989-11-23,,,,,,81.92,85.04
1989-11-24,,91.78,,,,81.9,85.01
1989-11-27,,91.67,,,,81.91,84.86
1989-11-28,,91.62,,,,82.01,84.89
1989-11-29,,91.6,,,,82.04,84.81
1989-11-30,,91.63,,,,82.04,84.82
1989-12-01,,91.64,,,,82.14,84.81
1989-12-04,,91.66,,,,82.1,84.8
1989-12-05,,91.66,,,,82.03,84.85
1989-12-06,,91.61,,,,81.97,84.86
1989-12-07,,91.58,,,,83.48,84.88
1989-12-08,,91.62,,,,83.6,84.91
1989-12-11,,91.58,,,,83.93,84.95
1989-12-12,,91.56,,,,83.97,84.96
1989-12-13,,91.51,,,,83.82,84.92
1989-12-14,,91.51,,,,83.82,84.86
1989-12-15,,91.47,,,,83.94,84.87
1989-12-18,,91.37,,,,84.0,84.86
1989-12-19,,92.09,,,,84.1,84.88
1989-12-20,,92.19,,,,84.07,84.88
1989-12-21,,92.18,,,,84.05,85.62
1989-12-22,,92.11,,,,84.17,85.6
1989-12-26,,91.96,,,,,
1989-12-27,,91.98,,,,84.39,85.52
1989-12-28,,92.0,,,,84.3,85.48
1989-12-29,,91.98,,,,84.32,85.52
1990-01-02,,91.91,,,,84.27,85.47
1990-01-03,,91.85,,,,84.14,85.43
1990-01-04,,91.89,,,,84.22,85.48
1990-01-05,,91.94,,,,84.07,85.42
1990-01-08,,91.94,,,,83.78,85.36
1990-01-09,,91.95,,,,83.91,85.3
1990-01-10,,91.97,,,,83.73,85.27
1990-01-11,,91.96,,,,83.81,85.12
1990-01-12,,91.98,,,,83.63,85.13
1990-01-15,,91.91,,,,83.64,84.81
1990-01-16,,91.83,,,,83.56,84.84
1990-01-17,,91.8,,,,83.69,84.68
1990-01-18,,91.59,,,,83.69,84.74
1990-01-19,,91.69,,,,83.54,84.85
1990-01-22,,91.72,,,,83.63,84.81
1990-01-23,,91.72,,,,84.05,84.8
1990-01-24,,91.71,,,,84.25,84.89
1990-01-25,,91.67,,,,84.34,84.93
1990-01-26,,91.66,,,,84.34,84.97
1990-01-29,,91.65,,,,84.37,85.05
1990-01-30,,91.64,,,,84.39,85.04
1990-01-31,,91.65,,,,84.24,85.06
1990-02-01,,91.66,,,,84.21,85.04
1990-02-02,,91.62,,,,84.3,85.02
1990-02-05,,91.62,,,,84.34,85.0
1990-02-06,,91.62,,,,84.31,85.0
1990-02-07,,91.61,,,,84.42,84.94
1990-02-08,,91.62,,,,84.34,84.95
1990-02-09,,91.66,,,,84.35,84.93
1990-02-12,,91.65,,,,84.26,84.9
1990-02-13,,91.69,,,,84.34,84.93
1990-02-14,,91.69,,,,84.3,84.91
1990-02-15,,91.65,,,,84.11,84.92
1990-02-16,,91.65,,,,83.98,84.93
1990-02-19,,,,,,83.98,84.91
1990-02-20,,91.57,,,,83.95,84.91
1990-02-21,,91.57,,,,83.93,84.93
1990-02-22,,91.6,,,,83.95,84.91
1990-02-23,,91.63,,,,83.97,84.96
1990-02-26,,91.65,,,,83.97,84.95
1990-02-27,,91.65,,,,83.89,84.94
1990-02-28,,91.63,,,,83.98,84.89
1990-03-01,,91.59,,,,83.91,84.86
1990-03-02,,91.58,,,,83.88,84.8
1990-03-05,,91.56,,,,83.8,84.73
1990-03-06,,91.58,,,,83.82,84.75
1990-03-07,,91.59,,,,83.82,84.78
1990-03-08,,91.58,,,,84.74,84.8
1990-03-09,,91.49,,,,84.75,84.67
1990-03-12,,91.49,,,,84.67,84.69
1990-03-13,,91.44,,,,84.87,84.65
1990-03-14,,91.44,,,,84.94,84.77
1990-03-15,,91.44,,,,85.2,84.76
1990-03-16,,91.49,,,,85.27,84.81
1990-03-19,,91.5,,,,85.28,84.75
1990-03-20,,91.3,,,,85.3,84.7
1990-03-21,,91.28,,,,85.14,84.5
1990-03-22,,91.34,,,,85.18,84.63
1990-03-23,,91.35,,,,85.17,84.64
1990-03-26,,91.35,,,,85.36,84.86
1990-03-27,,91.34,,,,85.31,84.77
1990-03-28,,91.37,,,,85.36,84.76
1990-03-29,,91.34,,,,85.18,84.78
1990-03-30,,91.31,,,,85.22,84.79
1990-04-02,,91.33,,,,85.16,84.78
1990-04-03,,91.35,,,,85.18,84.79
1990-04-04,,91.44,,,,84.95,84.81
1990-04-05,,91.44,,,,85.03,84.81
1990-04-06,,91.48,,,,85.03,84.78
1990-04-09,,91.47,,,,85.09,84.77
1990-04-10,,91.47,,,,85.14,84.71
1990-04-11,,91.48,,,,85.19,84.71
1990-04-12,,91.48,,,,85.2,84.69
1990-04-16,,91.49,,,,,
1990-04-17,,91.41,,,,85.19,84.68
1990-04-18,,91.3,,,,85.16,84.69
1990-04-19,,91.3,,,,85.18,84.67
1990-04-20,,91.3,,,,85.13,84.71
1990-04-23,,91.26,,,,85.08,84.7
1990-04-24,,91.22,,,,85.11,84.7
1990-04-25,,91.17,,,,,84.6
1990-04-26,,91.12,,,,85.1,84.6
1990-04-27,,91.19,,,,85.05,84.58
1990-04-30,,91.19,,,,85.08,84.61
1990-05-01,,91.13,,,,85.08,84.62
1990-05-02,,91.13,,,,85.1,84.6
1990-05-03,,91.14,,,,85.03,84.67
1990-05-04,,91.43,,,,85.03,84.85
1990-05-07,,91.41,,,,85.05,
1990-05-08,,91.42,,,,85.04,84.77
1990-05-09,,91.42,,,,85.03,84.77
1990-05-10,,91.49,,,,85.05,84.8
1990-05-11,,91.61,,,,85.03,84.8
1990-05-14,,91.63,,,,85.04,84.83
1990-05-15,,91.61,,,,85.0,84.81
1990-05-16,,91.61,,,,85.0,84.81
1990-05-17,,91.56,,,,85.02,85.05
1990-05-18,,91.54,,,,85.0,85.0
1990-05-21,,91.54,,,,84.97,85.09
1990-05-22,,91.58,,,,84.97,85.05
1990-05-23,,91.6,,,,84.98,85.04
1990-05-24,,91.6,,,,85.0,85.01
1990-05-25,,91.58,,,,85.01,85.02
1990-05-28,,,,,,85.01,
1990-05-29,,91.59,,,,85.06,85.01
1990-05-30,,91.6,,,,85.05,84.97
1990-05-31,,91.6,,,,85.06,84.92
1990-06-01,,91.67,,,,85.06,84.95
1990-06-04,,91.67,,,,85.07,84.93
1990-06-05,,91.66,,,,85.1,84.9
1990-06-06,,91.66,,,,85.14,84.9
1990-06-07,,91.66,,,,85.45,84.94
1990-06-08,,91.66,,,,85.42,84.94
1990-06-11,,91.66,,,,,84.95
1990-06-12,,91.66,,,,85.37,85.02
1990-06-13,,91.7,,,,85.39,85.03
1990-06-14,,91.71,,,,85.45,85.03
1990-06-15,,91.67,,,,85.44,85.02
1990-06-18,,91.69,,,,85.4,85.03
1990-06-19,,91.68,,,,85.4,85.03
1990-06-20,,91.67,,,,85.36,85.0
1990-06-21,,91.71,,,,85.36,85.45
1990-06-22,,91.74,,,,85.34,85.43
1990-06-25,,91.69,,,,85.35,85.49
1990-06-26,,91.7,,,,85.38,85.47
1990-06-27,,91.74,,,,85.38,85.41
1990-06-28,,91.81,,,,85.37,85.41
1990-06-29,,91.84,,,,85.48,85.51
1990-07-02,,91.83,,,,85.52,85.5
1990-07-03,,91.85,,,,85.52,85.47
1990-07-04,,,,,,85.62,85.54
1990-07-05,,91.82,,,,85.66,85.43
1990-07-06,,91.7,,,,85.67,85.36
1990-07-09,,91.69,,,,85.72,85.35
1990-07-10,,91.69,,,,85.69,85.41
1990-07-11,,91.71,,,,85.69,85.38
1990-07-12,,91.89,,,,85.77,85.38
1990-07-13,,91.95,,,,85.68,85.43
1990-07-16,,91.94,,,,85.71,85.47
1990-07-17,,91.95,,,,85.74,85.42
1990-07-18,,91.94,,,,85.76,85.39
1990-07-19,,91.94,,,,85.77,85.31
1990-07-20,,91.97,,,,85.78,85.33
1990-07-23,,92.07,,,,85.8,85.4
1990-07-24,,92.01,,,,85.78,85.35
1990-07-25,,92.0,,,,85.77,85.26
1990-07-26,,92.0,,,,85.78,85.27
1990-07-27,,92.06,,,,85.73,85.32
1990-07-30,,92.1,,,,85.72,85.3
1990-07-31,,92.11,,,,85.7,85.3
1990-08-01,,92.15,,,,85.7,85.33
1990-08-02,,92.1,,,,86.06,85.31
1990-08-03,,92.17,,,,86.09,85.25
1990-08-06,,92.14,,,,86.09,85.22
1990-08-07,,92.14,,,,86.15,85.25
1990-08-08,,92.13,,,,86.23,85.21
1990-08-09,,92.14,,,,86.23,85.2
1990-08-10,,92.12,,,,86.23,85.2
1990-08-13,,92.12,,,,86.21,85.14
1990-08-14,,92.12,,,,86.25,85.1
1990-08-15,,92.11,,,,86.27,85.13
1990-08-16,87.53,91.97,,,,86.33,85.11
1990-08-17,87.49,91.94,,,,86.32,85.07
1990-08-20,87.42,91.93,,,,86.34,85.08
1990-08-21,87.33,91.9,,,,86.31,85.12
1990-08-22,87.32,91.81,,,,86.34,85.13
1990-08-23,87.3,91.8,,,,86.34,85.23
1990-08-24,87.35,91.79,,,,86.39,85.22
1990-08-27,87.37,91.87,,,,86.44,
1990-08-28,87.33,91.86,,,,86.37,85.29
1990-08-29,87.31,91.92,,,,86.28,85.2
1990-08-30,87.38,91.94,,,,86.31,85.15
1990-08-31,87.43,91.99,,,,86.33,85.21
1990-09-03,,,,,,86.36,85.15
1990-09-04,87.34,92.01,,,,86.4,85.2
1990-09-05,87.37,92.05,,,,86.39,85.21
1990-09-06,87.42,92.03,,,,86.7,85.17
1990-09-07,87.44,92.02,,,,86.73,85.12
1990-09-10,87.43,91.95,,,,86.7,85.09
1990-09-11,87.42,91.93,,,,86.69,85.08
1990-09-12,87.47,91.94,,,,86.7,85.07
1990-09-13,87.47,91.94,,,,87.13,85.07
1990-09-14,87.47,91.9,,,,87.12,85.06
1990-09-17,87.46,91.87,,,,87.07,85.07
1990-09-18,88.72,92.06,,,,87.14,85.08
1990-09-19,88.67,92.0,,,,87.17,85.66
1990-09-20,88.7,91.95,,,,87.2,85.71
1990-09-21,88.66,91.86,,,,87.16,85.71
1990-09-24,88.46,91.78,,,,87.13,85.66
1990-09-25,88.7,91.77,,,,87.09,85.66
1990-09-26,88.7,91.77,,,,87.07,85.5
1990-09-27,88.22,91.9,,,,87.12,85.49
1990-09-28,88.26,91.94,,,,87.15,85.61
1990-10-01,88.42,92.06,,,,87.23,85.62
1990-10-02,88.42,92.1,,,,87.26,85.66
1990-10-03,88.42,92.1,,,,87.2,85.7
1990-10-04,88.32,92.11,,,,87.25,85.72
1990-10-05,88.3,92.13,,,,87.19,85.92
1990-10-08,,92.13,,,,87.25,86.88
1990-10-09,88.21,91.98,,,,87.23,86.83
1990-10-10,88.13,91.93,,,,87.18,86.86
1990-10-11,88.16,91.95,,,,87.12,86.88
1990-10-12,88.17,92.01,,,,87.16,86.84
1990-10-15,,92.0,,,,87.6,86.74
1990-10-16,88.06,91.98,,,,87.63,86.71
1990-10-17,87.89,91.98,,,,87.61,86.69
1990-10-18,87.89,91.98,,,,87.63,86.63
1990-10-19,87.9,92.04,,,,87.64,86.52
1990-10-22,87.79,92.02,,,,87.62,86.57
1990-10-23,87.77,92.02,,,,87.63,86.58
1990-10-24,87.89,92.05,,,,87.61,86.58
1990-10-25,87.84,92.08,,,,87.61,86.59
1990-10-26,87.87,92.1,,,,87.59,86.66
1990-10-29,87.88,92.1,,,,87.64,86.67
1990-10-30,87.85,92.1,,,,87.67,86.85
1990-10-31,87.91,92.11,,,,87.72,87.09
1990-11-01,87.9,92.14,,,,87.71,86.92
1990-11-02,87.93,92.12,,,,87.93,86.82
1990-11-05,87.95,92.11,,,,88.05,87.05
1990-11-06,88.02,92.05,,,,88.01,86.98
1990-11-07,88.05,92.03,,,,88.17,87.01
1990-11-08,88.03,92.02,,,,88.17,86.95
1990-11-09,88.15,92.07,,,,88.14,86.92
1990-11-12,88.15,92.1,,,,88.09,86.62
1990-11-13,88.16,92.1,,,,88.09,86.76
1990-11-14,88.12,92.1,,,,87.98,86.76
1990-11-15,88.16,92.1,,,,88.04,
1990-11-16,88.13,92.08,,,,87.69,
1990-11-19,88.11,92.02,,,,87.62,86.84
1990-11-20,88.11,91.97,,,,87.77,86.94
1990-11-21,88.14,92.01,,,,87.79,86.88
1990-11-22,,,,,,87.85,86.97
1990-11-23,88.14,91.98,,,,87.85,86.92
1990-11-26,88.08,91.92,,,,87.83,87.02
1990-11-27,88.02,91.72,,,,87.57,86.95
1990-11-28,87.98,91.61,,,,87.64,86.77
1990-11-29,87.96,91.68,,,,87.57,86.89
1990-11-30,87.98,91.78,,,,87.55,86.8
1990-12-03,87.97,91.8,,,,87.76,86.72
1990-12-04,87.98,91.96,,,,87.7,86.65
1990-12-05,88.0,91.99,,,,87.75,86.62
1990-12-06,88.02,92.03,,,,87.78,86.68
1990-12-07,88.07,92.26,,,,87.73,86.68
1990-12-10,88.05,92.35,,,,87.77,86.62
1990-12-11,88.07,92.37,,,,87.72,86.56
1990-12-12,88.08,92.34,,,,87.86,86.49
1990-12-13,88.1,92.22,,,,87.93,86.3
1990-12-14,88.18,92.1,,,,88.36,86.13
1990-12-17,88.21,92.0,,,,88.31,86.03
1990-12-18,88.95,92.72,,,,88.41,85.97
1990-12-19,89.02,92.8,,,,88.35,86.0
1990-12-20,89.03,92.77,,,,88.29,87.62
1990-12-21,89.01,92.69,,,,88.3,87.57
1990-12-24,88.97,92.63,,,,88.33,87.51
1990-12-26,,92.72,,,,,
1990-12-27,89.0,92.77,,,,88.37,87.61
1990-12-28,89.02,92.77,,,,88.4,87.63
1990-12-31,89.03,92.8,,,,88.45,87.53
1991-01-02,89.06,92.84,,,,88.53,87.21
1991-01-03,89.21,92.84,,,,88.61,87.32
1991-01-04,89.37,92.72,,,,88.59,87.14
1991-01-07,89.26,92.63,,,,88.52,87.13
1991-01-08,89.35,92.73,,,,88.45,87.04
1991-01-09,89.38,92.63,,,,88.44,87.11
1991-01-10,89.46,92.74,,,,88.38,86.92
1991-01-11,89.42,92.73,,,,88.36,86.77
1991-01-14,89.4,92.64,,,,88.34,86.89
1991-01-15,89.45,92.63,,,,88.29,86.77
1991-01-16,89.53,92.55,,,,88.35,86.71
1991-01-17,89.58,92.68,,,,88.46,86.86
1991-01-18,89.61,92.77,,,,88.43,86.86
1991-01-21,89.63,92.82,,,,88.42,86.92
1991-01-22,89.7,92.81,,,,88.42,86.88
1991-01-23,89.89,92.87,,,,88.4,86.72
1991-01-24,89.95,92.91,,,,88.46,86.8
1991-01-25,89.95,92.84,,,,88.45,86.85
1991-01-28,89.91,92.83,,,,,86.82
1991-01-29,90.0,92.89,,,,88.46,86.87
1991-01-30,90.05,92.91,,,,88.51,86.83
1991-01-31,90.09,92.94,,,,88.55,86.61
1991-02-01,90.22,93.23,,,,88.52,86.7
1991-02-04,90.36,93.28,,,,88.69,86.74
1991-02-05,90.32,93.28,,,,88.68,86.88
1991-02-06,90.33,93.28,,,,88.67,86.96
1991-02-07,90.29,93.27,,,,88.72,87.1
1991-02-08,90.3,93.31,,,92.11,88.7,87.12
1991-02-11,90.27,93.32,,,92.08,88.8,86.97
1991-02-12,90.28,93.33,,,92.02,88.79,87.04
1991-02-13,90.28,93.35,,,92.11,88.55,87.22
1991-02-14,90.33,93.36,,,92.24,88.42,87.24
1991-02-15,90.3,93.33,,,92.18,88.46,87.19
1991-02-18,90.39,,,,92.16,88.49,87.29
1991-02-19,90.31,93.24,,,92.12,88.52,87.34
1991-02-20,90.34,93.26,,,92.09,88.49,87.39
1991-02-21,90.36,93.26,,,92.07,88.51,87.46
1991-02-22,90.33,93.2,,,92.02,88.49,87.4
1991-02-25,90.22,93.15,,,91.95,88.47,87.36
1991-02-26,90.26,93.13,,,91.9,88.46,87.36
1991-02-27,90.33,93.13,,,91.84,88.48,87.64
1991-02-28,90.33,93.13,,,91.77,88.58,87.67
1991-03-01,90.24,93.05,,,91.8,88.63,87.67
1991-03-04,90.23,93.07,,,91.8,88.72,87.59
1991-03-05,90.23,93.15,,,91.84,88.72,87.66
1991-03-06,90.21,93.16,,,91.84,88.64,87.6
1991-03-07,90.21,93.21,,,91.74,88.51,87.68
1991-03-08,90.27,93.35,,,91.62,88.99,87.63
1991-03-11,90.26,93.45,,,91.7,89.01,87.75
1991-03-12,90.27,93.46,,,91.74,89.0,87.75
1991-03-13,90.25,93.52,,,91.71,88.98,87.73
1991-03-14,90.26,93.61,,,91.63,88.99,87.89
1991-03-15,90.25,93.62,,,91.38,88.93,87.94
1991-03-18,90.58,93.62,,,92.09,88.84,87.81
1991-03-19,90.45,93.21,,,92.13,88.89,87.79
1991-03-20,90.45,93.28,,,92.18,88.91,87.63
1991-03-21,90.56,93.36,,,92.16,88.87,88.99
1991-03-22,,93.37,,,92.16,88.85,88.84
1991-03-25,90.64,93.38,,,92.07,88.82,88.66
1991-03-26,90.63,93.39,,,92.05,88.85,88.81
1991-03-27,90.6,93.47,,,92.06,88.88,88.83
1991-03-28,90.61,93.48,,,92.02,88.88,88.95
1991-04-01,90.6,93.49,,,,,
1991-04-02,90.7,93.54,,,91.96,88.88,88.82
1991-04-03,90.8,93.52,,,92.07,88.89,88.78
1991-04-04,90.86,93.56,,,92.14,88.78,88.86
1991-04-05,90.87,93.63,,,92.17,88.8,88.82
1991-04-08,90.85,93.67,,,92.11,88.85,88.92
1991-04-09,90.81,93.67,,,91.98,88.87,88.88
1991-04-10,90.8,93.65,,,91.96,88.9,88.84
1991-04-11,90.82,93.71,,,92.02,89.0,88.83
1991-04-12,90.88,93.79,,,91.96,89.01,88.71
1991-04-15,90.87,93.69,,,91.92,89.05,88.67
1991-04-16,90.84,93.68,,,91.88,89.01,88.66
1991-04-17,90.84,93.73,,,91.96,89.08,88.67
1991-04-18,90.69,93.61,,,91.91,89.05,88.68
1991-04-19,90.71,93.64,,,91.78,89.05,88.71
1991-04-22,90.63,93.64,,,91.78,89.05,88.64
1991-04-23,90.7,93.68,,,91.81,89.06,88.59
1991-04-24,90.77,93.72,,,91.78,89.05,88.56
1991-04-25,90.84,93.73,,,91.73,,88.64
1991-04-26,90.9,93.73,,,91.63,89.04,88.62
1991-04-29,90.9,93.74,,,91.6,89.06,88.75
1991-04-30,90.93,93.92,,,91.69,89.06,88.83
1991-05-01,90.96,93.92,,,91.76,89.07,88.85
1991-05-02,91.06,93.92,,,91.65,89.07,88.84
1991-05-03,91.04,93.9,,,91.61,89.09,88.78
1991-05-06,91.03,93.89,,,,89.11,
1991-05-07,91.06,93.88,,,91.58,89.14,88.85
1991-05-08,91.1,93.88,,,91.64,89.13,88.88
1991-05-09,91.11,93.88,,,91.67,89.16,88.91
1991-05-10,91.05,93.87,,,91.69,89.2,88.88
1991-05-13,91.07,93.89,,,91.77,89.15,88.81
1991-05-14,91.11,93.88,,,91.71,89.16,88.77
1991-05-15,91.12,93.89,,,91.72,89.33,88.7
1991-05-16,91.14,93.89,,,91.68,89.61,88.79
1991-05-17,91.18,93.89,,,91.73,89.62,88.65
1991-05-20,,93.89,,,91.76,89.64,88.72
1991-05-21,91.24,93.91,,,91.83,89.67,88.75
1991-05-22,91.23,93.93,,,91.83,89.72,88.76
1991-05-23,91.23,93.94,,,91.79,89.71,88.81
1991-05-24,91.2,93.94,,,91.81,89.72,88.78
1991-05-27,91.21,,,,,89.76,
1991-05-28,91.21,93.94,,,91.84,89.79,88.74
1991-05-29,91.22,93.94,,,91.84,89.82,88.76
1991-05-30,91.21,93.95,,,91.91,89.74,88.78
1991-05-31,91.22,93.91,,,91.94,89.7,88.82
1991-06-03,91.17,93.86,,,91.89,89.77,88.79
1991-06-04,91.2,93.84,,,91.86,89.79,88.76
1991-06-05,91.23,93.79,,,91.84,89.76,88.77
1991-06-06,91.24,93.79,,,91.88,89.74,88.76
1991-06-07,91.28,93.76,,,91.88,90.02,88.87
1991-06-10,91.27,93.76,,,91.87,,88.91
1991-06-11,91.3,93.76,,,91.89,90.03,88.81
1991-06-12,91.31,93.75,,,91.87,89.96,88.8
1991-06-13,91.28,93.75,,,91.88,89.76,88.84
1991-06-14,91.28,93.81,,,91.92,89.75,88.73
1991-06-17,91.26,93.81,,,91.94,89.79,88.65
1991-06-18,91.29,93.45,,,92.08,89.79,88.7
1991-06-19,91.26,93.47,,,92.08,89.73,88.69
1991-06-20,91.28,93.52,,,92.13,89.77,89.53
1991-06-21,91.28,93.51,,,92.15,89.78,89.53
1991-06-24,,93.48,,,92.12,89.73,89.45
1991-06-25,91.24,93.47,,,92.08,89.71,89.39
1991-06-26,91.23,93.48,,,92.09,89.81,89.35
1991-06-27,91.23,93.5,,,92.18,89.78,89.43
1991-06-28,91.22,93.59,,,92.25,89.8,89.47
1991-07-01,,93.52,,,92.27,89.9,89.52
1991-07-02,91.23,93.52,,,92.29,89.9,89.53
1991-07-03,91.25,93.55,,,92.31,89.82,89.54
1991-07-04,91.25,,,,92.28,89.83,89.54
1991-07-05,91.29,93.51,,,92.2,89.87,89.54
